epoch,acc,loss,val_acc,val_loss
0,0.29356605177,4.1587743148,0.334130458226,3.64715029058
1,0.338668864394,3.52449799721,0.352192939329,3.47681025792
2,0.352988471629,3.33049281325,0.357111361085,3.40960492353
3,0.361539048712,3.22067320752,0.364387233649,3.36793160987
4,0.367229089393,3.14997086606,0.36738916721,3.35096002433
5,0.371528356786,3.0985029286,0.367490927424,3.36242212555
6,0.373844432031,3.06268904292,0.367677488009,3.35120765535
7,0.37629027501,3.03560762218,0.37045894091,3.34333630976
8,0.378561213501,3.01088088798,0.371188224151,3.35506222163
9,0.380346932958,2.99059548327,0.371697026733,3.34782562939
10,0.38227370424,2.97818207746,0.370628541865,3.36432177714
11,0.383309026439,2.96657934014,0.371578306111,3.3636174988
12,0.384231506857,2.95521566615,0.372036227917,3.36763249844
